Timestamp,Time,Source,Destination,Packet_length,Payload_length,Sequence_number,Src_device,Dst_device,Burst
1611819011,2021-01-28 12:30:11,0x00008a9d,0x0000d717,50,13,13,ZR,ZR,1
1611819011,2021-01-28 12:30:11,0x0000d717,0x00008a9d,53,16,243,ZR,ZR,1
1611819011,2021-01-28 12:30:11,0x00008a9d,0x0000d717,50,13,14,ZR,ZR,1
1611819011,2021-01-28 12:30:11,0x0000d717,0x00008a9d,53,16,245,ZR,ZR,1
1611819011,2021-01-28 12:30:11,0x00008a9d,0x0000d717,62,25,15,ZR,ZR,1
1611819011,2021-01-28 12:30:11,0x0000d717,0x00008a9d,87,50,247,ZR,ZR,1
1611819012,2021-01-28 12:30:12,0x00008a9d,0x0000d717,50,13,16,ZR,ZR,1
1611819012,2021-01-28 12:30:12,0x0000d717,0x00008a9d,53,16,249,ZR,ZR,1
1611819012,2021-01-28 12:30:12,0x00008a9d,0x0000d717,50,13,17,ZR,ZR,1
1611819012,2021-01-28 12:30:12,0x0000d717,0x00008a9d,53,16,251,ZR,ZR,1
1611819013,2021-01-28 12:30:13,0x00008a9d,0x0000d717,62,25,18,ZR,ZR,1
1611819013,2021-01-28 12:30:13,0x0000d717,0x00008a9d,87,50,253,ZR,ZR,1
1611819014,2021-01-28 12:30:14,0x00008a9d,0x0000d717,50,13,19,ZR,ZR,1
1611819014,2021-01-28 12:30:14,0x0000d717,0x00008a9d,53,16,0,ZR,ZR,1
1611819014,2021-01-28 12:30:14,0x00008a9d,0x0000d717,50,13,20,ZR,ZR,1
1611819014,2021-01-28 12:30:14,0x0000d717,0x00008a9d,53,16,2,ZR,ZR,1
1611819014,2021-01-28 12:30:14,0x00008a9d,0x0000d717,62,25,21,ZR,ZR,1
1611819014,2021-01-28 12:30:14,0x0000d717,0x00008a9d,87,50,4,ZR,ZR,1
1611819015,2021-01-28 12:30:15,0x00008a9d,0x0000d717,50,13,22,ZR,ZR,1
1611819015,2021-01-28 12:30:15,0x0000d717,0x00008a9d,53,16,6,ZR,ZR,1
1611819015,2021-01-28 12:30:15,0x00008a9d,0x0000d717,50,13,23,ZR,ZR,1
1611819015,2021-01-28 12:30:15,0x0000d717,0x00008a9d,53,16,8,ZR,ZR,1
1611819015,2021-01-28 12:30:15,0x00008a9d,0x0000d717,62,25,24,ZR,ZR,1
1611819015,2021-01-28 12:30:15,0x0000d717,0x00008a9d,87,50,10,ZR,ZR,1
1611819016,2021-01-28 12:30:16,0x00008a9d,0x0000d717,50,13,25,ZR,ZR,1
1611819016,2021-01-28 12:30:16,0x0000d717,0x00008a9d,53,16,12,ZR,ZR,1
1611819016,2021-01-28 12:30:16,0x00008a9d,0x0000d717,50,13,26,ZR,ZR,1
1611819016,2021-01-28 12:30:16,0x0000d717,0x00008a9d,53,16,14,ZR,ZR,1
1611819016,2021-01-28 12:30:16,0x00008a9d,0x0000d717,62,25,27,ZR,ZR,1
1611819016,2021-01-28 12:30:16,0x0000d717,0x00008a9d,87,50,16,ZR,ZR,1
1611819017,2021-01-28 12:30:17,0x00008a9d,0x0000d717,50,13,28,ZR,ZR,1
1611819017,2021-01-28 12:30:17,0x0000d717,0x00008a9d,53,16,18,ZR,ZR,1
1611819017,2021-01-28 12:30:17,0x00008a9d,0x0000d717,50,13,30,ZR,ZR,1
1611819017,2021-01-28 12:30:17,0x0000d717,0x00008a9d,53,16,20,ZR,ZR,1
1611819017,2021-01-28 12:30:17,0x00008a9d,0x0000d717,62,25,31,ZR,ZR,1
1611819017,2021-01-28 12:30:17,0x0000d717,0x00008a9d,87,50,22,ZR,ZR,1
1611819018,2021-01-28 12:30:18,0x00008a9d,0x0000d717,50,13,32,ZR,ZR,1
1611819018,2021-01-28 12:30:18,0x0000d717,0x00008a9d,53,16,24,ZR,ZR,1
1611819018,2021-01-28 12:30:18,0x00008a9d,0x0000d717,50,13,33,ZR,ZR,1
1611819018,2021-01-28 12:30:18,0x0000d717,0x00008a9d,53,16,26,ZR,ZR,1
1611819018,2021-01-28 12:30:18,0x00008a9d,0x0000d717,62,25,34,ZR,ZR,1
1611819018,2021-01-28 12:30:18,0x0000d717,0x00008a9d,87,50,28,ZR,ZR,1
1611819019,2021-01-28 12:30:19,0x00008a9d,0x0000d717,50,13,35,ZR,ZR,1
1611819019,2021-01-28 12:30:19,0x0000d717,0x00008a9d,53,16,30,ZR,ZR,1
1611819019,2021-01-28 12:30:19,0x00008a9d,0x0000d717,50,13,36,ZR,ZR,1
1611819019,2021-01-28 12:30:19,0x0000d717,0x00008a9d,53,16,32,ZR,ZR,1
1611819019,2021-01-28 12:30:19,0x00008a9d,0x0000d717,62,25,37,ZR,ZR,1
1611819019,2021-01-28 12:30:19,0x0000d717,0x00008a9d,87,50,34,ZR,ZR,1
1611819020,2021-01-28 12:30:20,0x00008a9d,0x0000d717,50,13,38,ZR,ZR,1
1611819021,2021-01-28 12:30:21,0x0000d717,0x00008a9d,53,16,36,ZR,ZR,1
1611819021,2021-01-28 12:30:21,0x00008a9d,0x0000d717,50,13,39,ZR,ZR,1
1611819021,2021-01-28 12:30:21,0x0000d717,0x00008a9d,53,16,38,ZR,ZR,1
1611819021,2021-01-28 12:30:21,0x00008a9d,0x0000d717,62,25,40,ZR,ZR,1
1611819021,2021-01-28 12:30:21,0x0000d717,0x00008a9d,87,50,40,ZR,ZR,1
1611819022,2021-01-28 12:30:22,0x00008a9d,0x0000d717,50,13,41,ZR,ZR,1
1611819022,2021-01-28 12:30:22,0x0000d717,0x00008a9d,53,16,42,ZR,ZR,1
1611819022,2021-01-28 12:30:22,0x00008a9d,0x0000d717,50,13,42,ZR,ZR,1
1611819022,2021-01-28 12:30:22,0x0000d717,0x00008a9d,53,16,44,ZR,ZR,1
1611819022,2021-01-28 12:30:22,0x00008a9d,0x0000d717,62,25,43,ZR,ZR,1
1611819022,2021-01-28 12:30:22,0x0000d717,0x00008a9d,87,50,46,ZR,ZR,1
1611819023,2021-01-28 12:30:23,0x00008a9d,0x0000d717,50,13,44,ZR,ZR,1
1611819023,2021-01-28 12:30:23,0x0000d717,0x00008a9d,53,16,48,ZR,ZR,1
1611819023,2021-01-28 12:30:23,0x00008a9d,0x0000d717,50,13,45,ZR,ZR,1
1611819023,2021-01-28 12:30:23,0x0000d717,0x00008a9d,53,16,50,ZR,ZR,1
1611819023,2021-01-28 12:30:23,0x00008a9d,0x0000d717,62,25,46,ZR,ZR,1
1611819023,2021-01-28 12:30:23,0x0000d717,0x00008a9d,87,50,52,ZR,ZR,1
1611819024,2021-01-28 12:30:24,0x00008a9d,0x0000d717,50,13,47,ZR,ZR,1
1611819024,2021-01-28 12:30:24,0x0000d717,0x00008a9d,53,16,54,ZR,ZR,1
1611819024,2021-01-28 12:30:24,0x00008a9d,0x0000d717,50,13,48,ZR,ZR,1
1611819024,2021-01-28 12:30:24,0x0000d717,0x00008a9d,53,16,56,ZR,ZR,1
1611819024,2021-01-28 12:30:24,0x00008a9d,0x0000d717,62,25,49,ZR,ZR,1
1611819024,2021-01-28 12:30:24,0x0000d717,0x00008a9d,87,50,58,ZR,ZR,1
1611819025,2021-01-28 12:30:25,0x00008a9d,0x0000d717,50,13,52,ZR,ZR,1
1611819025,2021-01-28 12:30:25,0x0000d717,0x00008a9d,53,16,60,ZR,ZR,1
1611819025,2021-01-28 12:30:25,0x00008a9d,0x0000d717,50,13,53,ZR,ZR,1
1611819025,2021-01-28 12:30:25,0x0000d717,0x00008a9d,53,16,63,ZR,ZR,1
1611819025,2021-01-28 12:30:25,0x00008a9d,0x0000d717,62,25,54,ZR,ZR,1
1611819025,2021-01-28 12:30:25,0x0000d717,0x00008a9d,87,50,65,ZR,ZR,1
1611819026,2021-01-28 12:30:26,0x00008a9d,0x0000d717,50,13,55,ZR,ZR,1
1611819026,2021-01-28 12:30:26,0x0000d717,0x00008a9d,53,16,67,ZR,ZR,1
1611819026,2021-01-28 12:30:26,0x00008a9d,0x0000d717,50,13,56,ZR,ZR,1
1611819026,2021-01-28 12:30:26,0x0000d717,0x00008a9d,53,16,69,ZR,ZR,1
1611819026,2021-01-28 12:30:26,0x00008a9d,0x0000d717,62,25,57,ZR,ZR,1
1611819026,2021-01-28 12:30:26,0x0000d717,0x00008a9d,87,50,71,ZR,ZR,1
1611819027,2021-01-28 12:30:27,0x00008a9d,0x0000d717,50,13,58,ZR,ZR,1
1611819027,2021-01-28 12:30:27,0x0000d717,0x00008a9d,53,16,73,ZR,ZR,1
1611819027,2021-01-28 12:30:27,0x00008a9d,0x0000d717,50,13,59,ZR,ZR,1
1611819027,2021-01-28 12:30:27,0x0000d717,0x00008a9d,53,16,75,ZR,ZR,1
1611819028,2021-01-28 12:30:28,0x00008a9d,0x0000d717,62,25,60,ZR,ZR,1
1611819028,2021-01-28 12:30:28,0x0000d717,0x00008a9d,87,50,77,ZR,ZR,1
1611819029,2021-01-28 12:30:29,0x00008a9d,0x0000d717,50,13,61,ZR,ZR,1
1611819029,2021-01-28 12:30:29,0x0000d717,0x00008a9d,53,16,79,ZR,ZR,1
1611819029,2021-01-28 12:30:29,0x00008a9d,0x0000d717,50,13,62,ZR,ZR,1
1611819029,2021-01-28 12:30:29,0x0000d717,0x00008a9d,53,16,81,ZR,ZR,1
1611819029,2021-01-28 12:30:29,0x00008a9d,0x0000d717,62,25,63,ZR,ZR,1
1611819029,2021-01-28 12:30:29,0x0000d717,0x00008a9d,87,50,83,ZR,ZR,1
1611819030,2021-01-28 12:30:30,0x00008a9d,0x0000d717,50,13,64,ZR,ZR,1
1611819030,2021-01-28 12:30:30,0x0000d717,0x00008a9d,53,16,85,ZR,ZR,1
1611819030,2021-01-28 12:30:30,0x00008a9d,0x0000d717,50,13,65,ZR,ZR,1
1611819030,2021-01-28 12:30:30,0x0000d717,0x00008a9d,53,16,87,ZR,ZR,1
1611819030,2021-01-28 12:30:30,0x00008a9d,0x0000d717,62,25,66,ZR,ZR,1
1611819030,2021-01-28 12:30:30,0x0000d717,0x00008a9d,87,50,89,ZR,ZR,1
1611819031,2021-01-28 12:30:31,0x00008a9d,0x0000d717,50,13,67,ZR,ZR,1
1611819031,2021-01-28 12:30:31,0x0000d717,0x00008a9d,53,16,92,ZR,ZR,1
1611819031,2021-01-28 12:30:31,0x00008a9d,0x0000d717,50,13,68,ZR,ZR,1
1611819031,2021-01-28 12:30:31,0x0000d717,0x00008a9d,53,16,94,ZR,ZR,1
1611819031,2021-01-28 12:30:31,0x00008a9d,0x0000d717,62,25,69,ZR,ZR,1
1611819031,2021-01-28 12:30:31,0x0000d717,0x00008a9d,87,50,96,ZR,ZR,1
1611819032,2021-01-28 12:30:32,0x00008a9d,0x0000d717,50,13,70,ZR,ZR,1
1611819032,2021-01-28 12:30:32,0x0000d717,0x00008a9d,53,16,98,ZR,ZR,1
1611819032,2021-01-28 12:30:32,0x00008a9d,0x0000d717,50,13,71,ZR,ZR,1
1611819032,2021-01-28 12:30:32,0x0000d717,0x00008a9d,53,16,100,ZR,ZR,1
1611819032,2021-01-28 12:30:32,0x00008a9d,0x0000d717,62,25,73,ZR,ZR,1
1611819032,2021-01-28 12:30:32,0x0000d717,0x00008a9d,87,50,102,ZR,ZR,1
1611819033,2021-01-28 12:30:33,0x00008a9d,0x0000d717,50,13,74,ZR,ZR,1
1611819033,2021-01-28 12:30:33,0x0000d717,0x00008a9d,53,16,104,ZR,ZR,1
1611819033,2021-01-28 12:30:33,0x00008a9d,0x0000d717,50,13,75,ZR,ZR,1
1611819033,2021-01-28 12:30:33,0x0000d717,0x00008a9d,53,16,106,ZR,ZR,1
1611819033,2021-01-28 12:30:33,0x00008a9d,0x0000d717,62,25,76,ZR,ZR,1
1611819033,2021-01-28 12:30:33,0x0000d717,0x00008a9d,87,50,108,ZR,ZR,1
1611819034,2021-01-28 12:30:34,0x00008a9d,0x0000d717,50,13,77,ZR,ZR,1
1611819034,2021-01-28 12:30:34,0x0000d717,0x00008a9d,53,16,110,ZR,ZR,1
1611819034,2021-01-28 12:30:34,0x00008a9d,0x0000d717,50,13,78,ZR,ZR,1
1611819034,2021-01-28 12:30:34,0x0000d717,0x00008a9d,53,16,112,ZR,ZR,1
1611819034,2021-01-28 12:30:34,0x00008a9d,0x0000d717,62,25,79,ZR,ZR,1
1611819034,2021-01-28 12:30:34,0x0000d717,0x00008a9d,87,50,114,ZR,ZR,1
1611819036,2021-01-28 12:30:36,0x00008a9d,0x0000d717,50,13,80,ZR,ZR,2
1611819036,2021-01-28 12:30:36,0x0000d717,0x00008a9d,53,16,116,ZR,ZR,2
1611819036,2021-01-28 12:30:36,0x00008a9d,0x0000d717,50,13,81,ZR,ZR,2
1611819036,2021-01-28 12:30:36,0x0000d717,0x00008a9d,53,16,118,ZR,ZR,2
1611819036,2021-01-28 12:30:36,0x00008a9d,0x0000d717,62,25,82,ZR,ZR,2
1611819036,2021-01-28 12:30:36,0x0000d717,0x00008a9d,87,50,120,ZR,ZR,2
1611819037,2021-01-28 12:30:37,0x00008a9d,0x0000d717,50,13,83,ZR,ZR,2
1611819037,2021-01-28 12:30:37,0x0000d717,0x00008a9d,53,16,122,ZR,ZR,2
1611819037,2021-01-28 12:30:37,0x00008a9d,0x0000d717,50,13,84,ZR,ZR,2
1611819037,2021-01-28 12:30:37,0x0000d717,0x00008a9d,53,16,124,ZR,ZR,2
1611819037,2021-01-28 12:30:37,0x00008a9d,0x0000d717,62,25,85,ZR,ZR,2
1611819037,2021-01-28 12:30:37,0x0000d717,0x00008a9d,87,50,126,ZR,ZR,2
1611819038,2021-01-28 12:30:38,0x00008a9d,0x0000d717,50,13,86,ZR,ZR,2
1611819038,2021-01-28 12:30:38,0x0000d717,0x00008a9d,53,16,128,ZR,ZR,2
1611819038,2021-01-28 12:30:38,0x00008a9d,0x0000d717,50,13,87,ZR,ZR,2
1611819038,2021-01-28 12:30:38,0x0000d717,0x00008a9d,53,16,130,ZR,ZR,2
1611819038,2021-01-28 12:30:38,0x00008a9d,0x0000d717,62,25,88,ZR,ZR,2
1611819038,2021-01-28 12:30:38,0x0000d717,0x00008a9d,87,50,132,ZR,ZR,2
1611819039,2021-01-28 12:30:39,0x00008a9d,0x0000d717,50,13,89,ZR,ZR,2
1611819039,2021-01-28 12:30:39,0x0000d717,0x00008a9d,53,16,134,ZR,ZR,2
1611819039,2021-01-28 12:30:39,0x00008a9d,0x0000d717,50,13,90,ZR,ZR,2
1611819039,2021-01-28 12:30:39,0x0000d717,0x00008a9d,53,16,136,ZR,ZR,2
1611819039,2021-01-28 12:30:39,0x00008a9d,0x0000d717,62,25,91,ZR,ZR,2
1611819039,2021-01-28 12:30:39,0x0000d717,0x00008a9d,87,50,138,ZR,ZR,2
1611819040,2021-01-28 12:30:40,0x00008a9d,0x0000d717,50,13,92,ZR,ZR,2
1611819040,2021-01-28 12:30:40,0x0000d717,0x00008a9d,53,16,140,ZR,ZR,2
1611819040,2021-01-28 12:30:40,0x00008a9d,0x0000d717,50,13,93,ZR,ZR,2
1611819040,2021-01-28 12:30:40,0x0000d717,0x00008a9d,53,16,142,ZR,ZR,2
1611819040,2021-01-28 12:30:40,0x00008a9d,0x0000d717,62,25,94,ZR,ZR,2
1611819040,2021-01-28 12:30:40,0x0000d717,0x00008a9d,87,50,144,ZR,ZR,2
1611819041,2021-01-28 12:30:41,0x00008a9d,0x0000d717,50,13,95,ZR,ZR,2
1611819041,2021-01-28 12:30:41,0x0000d717,0x00008a9d,53,16,146,ZR,ZR,2
1611819041,2021-01-28 12:30:41,0x00008a9d,0x0000d717,50,13,96,ZR,ZR,2
1611819041,2021-01-28 12:30:41,0x0000d717,0x00008a9d,53,16,148,ZR,ZR,2
1611819041,2021-01-28 12:30:41,0x00008a9d,0x0000d717,62,25,97,ZR,ZR,2
1611819041,2021-01-28 12:30:41,0x0000d717,0x00008a9d,87,50,150,ZR,ZR,2
1611819042,2021-01-28 12:30:42,0x00008a9d,0x0000d717,50,13,98,ZR,ZR,2
1611819042,2021-01-28 12:30:42,0x0000d717,0x00008a9d,53,16,152,ZR,ZR,2
1611819043,2021-01-28 12:30:43,0x00008a9d,0x0000d717,50,13,99,ZR,ZR,2
1611819043,2021-01-28 12:30:43,0x0000d717,0x00008a9d,53,16,154,ZR,ZR,2
1611819043,2021-01-28 12:30:43,0x00008a9d,0x0000d717,62,25,100,ZR,ZR,2
1611819043,2021-01-28 12:30:43,0x0000d717,0x00008a9d,87,50,156,ZR,ZR,2
1611819044,2021-01-28 12:30:44,0x00008a9d,0x0000d717,50,13,101,ZR,ZR,2
1611819044,2021-01-28 12:30:44,0x0000d717,0x00008a9d,53,16,158,ZR,ZR,2
1611819044,2021-01-28 12:30:44,0x00008a9d,0x0000d717,50,13,102,ZR,ZR,2
1611819044,2021-01-28 12:30:44,0x0000d717,0x00008a9d,53,16,160,ZR,ZR,2
1611819044,2021-01-28 12:30:44,0x00008a9d,0x0000d717,62,25,103,ZR,ZR,2
1611819044,2021-01-28 12:30:44,0x0000d717,0x00008a9d,87,50,162,ZR,ZR,2
1611819045,2021-01-28 12:30:45,0x00008a9d,0x0000d717,50,13,106,ZR,ZR,2
1611819045,2021-01-28 12:30:45,0x0000d717,0x00008a9d,53,16,164,ZR,ZR,2
1611819045,2021-01-28 12:30:45,0x00008a9d,0x0000d717,50,13,107,ZR,ZR,2
1611819045,2021-01-28 12:30:45,0x0000d717,0x00008a9d,53,16,167,ZR,ZR,2
1611819045,2021-01-28 12:30:45,0x00008a9d,0x0000d717,62,25,108,ZR,ZR,2
1611819045,2021-01-28 12:30:45,0x0000d717,0x00008a9d,87,50,169,ZR,ZR,2
1611819046,2021-01-28 12:30:46,0x00008a9d,0x0000d717,50,13,109,ZR,ZR,2
1611819046,2021-01-28 12:30:46,0x0000d717,0x00008a9d,53,16,172,ZR,ZR,2
1611819046,2021-01-28 12:30:46,0x00008a9d,0x0000d717,50,13,110,ZR,ZR,2
1611819046,2021-01-28 12:30:46,0x0000d717,0x00008a9d,53,16,174,ZR,ZR,2
1611819046,2021-01-28 12:30:46,0x00008a9d,0x0000d717,62,25,111,ZR,ZR,2
1611819046,2021-01-28 12:30:46,0x0000d717,0x00008a9d,87,50,176,ZR,ZR,2
1611819047,2021-01-28 12:30:47,0x00008a9d,0x0000d717,50,13,113,ZR,ZR,2
1611819047,2021-01-28 12:30:47,0x0000d717,0x00008a9d,53,16,178,ZR,ZR,2
1611819047,2021-01-28 12:30:47,0x00008a9d,0x0000d717,50,13,114,ZR,ZR,2
1611819047,2021-01-28 12:30:47,0x0000d717,0x00008a9d,53,16,180,ZR,ZR,2
1611819047,2021-01-28 12:30:47,0x00008a9d,0x0000d717,62,25,115,ZR,ZR,2
1611819047,2021-01-28 12:30:47,0x0000d717,0x00008a9d,87,50,182,ZR,ZR,2
1611819048,2021-01-28 12:30:48,0x00008a9d,0x0000d717,50,13,116,ZR,ZR,2
1611819048,2021-01-28 12:30:48,0x0000d717,0x00008a9d,53,16,184,ZR,ZR,2
1611819048,2021-01-28 12:30:48,0x00008a9d,0x0000d717,50,13,117,ZR,ZR,2
1611819048,2021-01-28 12:30:48,0x0000d717,0x00008a9d,53,16,186,ZR,ZR,2
1611819048,2021-01-28 12:30:48,0x00008a9d,0x0000d717,62,25,118,ZR,ZR,2
1611819048,2021-01-28 12:30:48,0x0000d717,0x00008a9d,87,50,188,ZR,ZR,2
1611819049,2021-01-28 12:30:49,0x00008a9d,0x0000d717,50,13,119,ZR,ZR,2
1611819049,2021-01-28 12:30:49,0x0000d717,0x00008a9d,53,16,190,ZR,ZR,2
1611819049,2021-01-28 12:30:49,0x00008a9d,0x0000d717,50,13,120,ZR,ZR,2
1611819050,2021-01-28 12:30:50,0x0000d717,0x00008a9d,53,16,192,ZR,ZR,2
1611819050,2021-01-28 12:30:50,0x00008a9d,0x0000d717,62,25,121,ZR,ZR,2
1611819050,2021-01-28 12:30:50,0x0000d717,0x00008a9d,87,50,194,ZR,ZR,2
1611819051,2021-01-28 12:30:51,0x00008a9d,0x0000d717,50,13,122,ZR,ZR,2
1611819051,2021-01-28 12:30:51,0x0000d717,0x00008a9d,53,16,196,ZR,ZR,2
1611819051,2021-01-28 12:30:51,0x00008a9d,0x0000d717,50,13,123,ZR,ZR,2
1611819051,2021-01-28 12:30:51,0x0000d717,0x00008a9d,53,16,198,ZR,ZR,2
1611819051,2021-01-28 12:30:51,0x00008a9d,0x0000d717,62,25,124,ZR,ZR,2
1611819051,2021-01-28 12:30:51,0x0000d717,0x00008a9d,87,50,200,ZR,ZR,2
1611819052,2021-01-28 12:30:52,0x00008a9d,0x0000d717,50,13,125,ZR,ZR,2
1611819052,2021-01-28 12:30:52,0x0000d717,0x00008a9d,53,16,202,ZR,ZR,2
1611819052,2021-01-28 12:30:52,0x00008a9d,0x0000d717,50,13,126,ZR,ZR,2
1611819052,2021-01-28 12:30:52,0x0000d717,0x00008a9d,53,16,204,ZR,ZR,2
1611819052,2021-01-28 12:30:52,0x00008a9d,0x0000d717,62,25,127,ZR,ZR,2
1611819052,2021-01-28 12:30:52,0x0000d717,0x00008a9d,87,50,206,ZR,ZR,2
1611819053,2021-01-28 12:30:53,0x00008a9d,0x0000d717,50,13,128,ZR,ZR,2
1611819053,2021-01-28 12:30:53,0x0000d717,0x00008a9d,53,16,208,ZR,ZR,2
1611819053,2021-01-28 12:30:53,0x00008a9d,0x0000d717,50,13,129,ZR,ZR,2
1611819053,2021-01-28 12:30:53,0x0000d717,0x00008a9d,53,16,210,ZR,ZR,2
1611819053,2021-01-28 12:30:53,0x00008a9d,0x0000d717,62,25,130,ZR,ZR,2
1611819053,2021-01-28 12:30:53,0x0000d717,0x00008a9d,87,50,212,ZR,ZR,2
1611819054,2021-01-28 12:30:54,0x00008a9d,0x0000d717,50,13,131,ZR,ZR,2
1611819054,2021-01-28 12:30:54,0x0000d717,0x00008a9d,53,16,214,ZR,ZR,2
1611819054,2021-01-28 12:30:54,0x00008a9d,0x0000d717,50,13,132,ZR,ZR,2
1611819054,2021-01-28 12:30:54,0x0000d717,0x00008a9d,53,16,216,ZR,ZR,2
1611819054,2021-01-28 12:30:54,0x00008a9d,0x0000d717,62,25,133,ZR,ZR,2
1611819054,2021-01-28 12:30:54,0x0000d717,0x00008a9d,87,50,218,ZR,ZR,2
1611819055,2021-01-28 12:30:55,0x00008a9d,0x0000d717,50,13,134,ZR,ZR,2
1611819055,2021-01-28 12:30:55,0x0000d717,0x00008a9d,53,16,220,ZR,ZR,2
1611819055,2021-01-28 12:30:55,0x00008a9d,0x0000d717,50,13,135,ZR,ZR,2
1611819055,2021-01-28 12:30:55,0x0000d717,0x00008a9d,53,16,222,ZR,ZR,2
1611819055,2021-01-28 12:30:55,0x00008a9d,0x0000d717,62,25,136,ZR,ZR,2
1611819055,2021-01-28 12:30:55,0x0000d717,0x00008a9d,87,50,224,ZR,ZR,2
1611819056,2021-01-28 12:30:56,0x00008a9d,0x0000d717,50,13,137,ZR,ZR,2
1611819056,2021-01-28 12:30:56,0x0000d717,0x00008a9d,53,16,226,ZR,ZR,2
1611819056,2021-01-28 12:30:56,0x00008a9d,0x0000d717,50,13,138,ZR,ZR,2
1611819056,2021-01-28 12:30:56,0x0000d717,0x00008a9d,53,16,228,ZR,ZR,2
1611819056,2021-01-28 12:30:56,0x00008a9d,0x0000d717,62,25,139,ZR,ZR,2
1611819056,2021-01-28 12:30:56,0x0000d717,0x00008a9d,87,50,230,ZR,ZR,2
1611819058,2021-01-28 12:30:58,0x00008a9d,0x0000d717,50,13,140,ZR,ZR,3
1611819058,2021-01-28 12:30:58,0x0000d717,0x00008a9d,53,16,232,ZR,ZR,3
1611819058,2021-01-28 12:30:58,0x00008a9d,0x0000d717,50,13,141,ZR,ZR,3
1611819058,2021-01-28 12:30:58,0x0000d717,0x00008a9d,53,16,234,ZR,ZR,3
1611819058,2021-01-28 12:30:58,0x00008a9d,0x0000d717,62,25,142,ZR,ZR,3
1611819058,2021-01-28 12:30:58,0x0000d717,0x00008a9d,87,50,236,ZR,ZR,3
1611819059,2021-01-28 12:30:59,0x00008a9d,0x0000d717,50,13,143,ZR,ZR,3
1611819059,2021-01-28 12:30:59,0x0000d717,0x00008a9d,53,16,238,ZR,ZR,3
1611819059,2021-01-28 12:30:59,0x00008a9d,0x0000d717,50,13,144,ZR,ZR,3
1611819059,2021-01-28 12:30:59,0x0000d717,0x00008a9d,53,16,240,ZR,ZR,3
1611819059,2021-01-28 12:30:59,0x00008a9d,0x0000d717,62,25,145,ZR,ZR,3
1611819059,2021-01-28 12:30:59,0x0000d717,0x00008a9d,87,50,242,ZR,ZR,3
1611819060,2021-01-28 12:31:00,0x00008a9d,0x0000d717,50,13,146,ZR,ZR,3
